Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Scrap Puck,Freeze self[;] do [ice]3 dmg|(Always offered as scrap)|,1,var oldfreeze = 0; var oldaltfreeze = 0; if(self.status.length > 0) { for(stat in self.status) { if(stat.type == ~ice~) { oldfreeze = stat.value; } if(stat.type == ~alternate_ice~) { oldaltfreeze = stat.value; } } } inflictself(ICE); attack(3|ICE); var inflictwhat = ~~; for(stat in self.status) { if(stat.type == ~ice~ && stat.value != oldfreeze) { inflictwhat = stat.type; } if(stat.type == ~alternate_ice~ && stat.value != oldaltfreeze) { inflictwhat = stat.type; } } if(inflictwhat == ~ice~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.animateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist.sort(function(a|b) return -1 * (a.basevalue - b.basevalue)); dicelist[0].animate(~ice~); } } if(inflictwhat == ~alternate_ice~) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.animateburn != true) { mydice.animate(~alternate_ice~); } } } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value--; } } },Flash Freeze,EVEN,,WEAPON,GRAY,change_power,change_power,,_ice,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Puck_upgraded,Do [ice]3 damage|(Always offered as scrap)|,1,attack(3|ICE),Flash Freeze,EVEN,,WEAPON,GRAY,,,,_ice,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Puck_downgraded,Freeze self twice[;] do [ice]3 dmg|(Always offered as scrap)|,1,var oldfreeze = 0; var oldaltfreeze = 0; if(self.status.length > 0) { for(stat in self.status) { if(stat.type == ~ice~) { oldfreeze = stat.value; } if(stat.type == ~alternate_ice~) { oldaltfreeze = stat.value; } } } inflictself(ICE|2); attack(3|ICE); var inflictwhat = ~~; for(stat in self.status) { if(stat.type == ~ice~ && stat.value != oldfreeze) { inflictwhat = stat.type; } if(stat.type == ~alternate_ice~ && stat.value != oldaltfreeze) { inflictwhat = stat.type; } } if(inflictwhat == ~ice~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist.sort(function(a|b) return -1 * (a.basevalue - b.basevalue)); dicelist[0].animate(~ice~); } if(dicelist.length > 1) { dicelist[1].animate(~ice~|0.1); sfx(~_ice~|~~|0.1); } if(inflictwhat == ~alternate_ice~) { sfx(~_ice~|~~|0.1); for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { mydice.animate(~alternate_ice~); mydice.animate(~alternate_ice~|0.1); } } } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },Flash Freeze,EVEN,,WEAPON,GRAY,,,,_ice,-1,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Cremator,[vanish]4 damage + [vanish]1 vanish|[gray](Reuseable),1,attack(4|VANISH); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Hadoken,COUNTDOWN,8,WEAPON,PURPLE,change_power,change_power,,_vanish,-1,NO,NO,YES,NO,NO,NO,NO,NO,1,,,,,,,,,,
Cremator_upgraded,[vanish]6 damage + [vanish]1 vanish|[gray](Reuseable),1,attack(6|VANISH); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Hadoken,COUNTDOWN,8,WEAPON,PURPLE,,,,_vanish,-1,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Cremator_downgraded,[vanish]2 damage + [vanish]1 vanish|[gray](Reuseable),1,attack(2|VANISH); if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); },Hadoken,COUNTDOWN,8,WEAPON,PURPLE,,,,_vanish,-1,NO,NO,YES,NO,NO,NO,NO,NO,,,,,,,,,,,
Industrial Press,Gain [shield]<d6> shield[;] on 6[;]|bash with shield instead,2,if(d != 6) { inflictself(SHIELD|d); } else { attack(getstatusself(SHIELD)); } //cody thought of this name,Safeguard,NORMAL,,ITEM,ORANGE,change_power,change_function,,_shield,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,var cf = 1; var cb = 0; if(!self.isplayer) { cf = 0; cb = 1; } if(d == 6) { e.castdirection = cf; } else { e.castdirection = cb; },,,
Industrial Press_upgraded,Gain [shield]<d6> shield[;] on 5[;]|bash with shield instead,2,if(d != 5) { inflictself(SHIELD|d); } else { attack(getstatusself(SHIELD)); },Safeguard,NORMAL,,ITEM,ORANGE,,,,_shield,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,var cf = 1; var cb = 0; if(!self.isplayer) { cf = 0; cb = 1; } if(d == 5) { e.castdirection = cf; } else { e.castdirection = cb; },,,
Industrial Press_downgraded,Gain [shield]<d6> shield,2,inflictself(SHIELD|d);,Safeguard,REQUIRE4,,ITEM,ORANGE,,,,_shield,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bustle,Do [sword]<d6> damage. On 6[;]|charge limit break by 3,2,attack(d); if(d == 6) { sfx(~_cure~); self.limitvalue += 3; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } } //'hustle and bustle are like my left and right arms',Hustle,NORMAL,,WEAPON,YELLOW,reducesize,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bustle_downgraded,Do [sword]<d6> damage. On 6[;]|charge limit break by 1,2,attack(d); if(d == 6) { sfx(~_cure~); self.limitvalue++; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } },Hustle,NORMAL,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bustle_weakened,Do [sword]<d6> damage. On 6[;]|charge limit break by 1,1,attack(d); if(d == 6) { sfx(~_cure~); self.limitvalue++; if(self.limitvalue > self.limitmax) { self.limitvalue = self.limitmax; } },Hustle,NORMAL,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Desperation Attack,Do [sword]<d6> dmg. Cost <d6>|limit charge: return the dice,1,if(self.limitvalue >= d) { self.limitvalue -= d; givedice(d); sfx(~_cure~); } attack(d);,Hustle,NORMAL,,WEAPON,YELLOW,add2,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Desperation Attack_upgraded,Do [sword]<d6> dmg. Cost <d6>|limit charge: return both dice,1,if(self.limitvalue >= d) { self.limitvalue -= d; givedice([d - 2|2]); sfx(~_cure~); } attack(d);,Hustle,NORMAL,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Desperation Attack_downgraded,Do [sword]<d6> damage[;] lower|limit charge by <d6>,1,if(self.limitvalue >= d) { self.limitvalue -= d; sfx(~_cure~); } attack(d);,Hustle,NORMAL,,WEAPON,YELLOW,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Under Pressure,Do [sword]<d6> damage[;]|on 6[;] inflict [ice]1 freeze;|[quote]on X[quote] lowers every turn,2,attack(d); sfxdamage(target|d); var turnnum = 7 - turn; if(turnnum < 1) { turnnum = 1; } if(d == turnnum) { inflict(ICE| 1); sfx(~_ice~|~~|0.2); },Arctic Storm,NORMAL,,WEAPON,BRIGHTCYAN,reducesize,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 6~|~on 5~|~on 4~|~on 3~|~on 2~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on ~ + (7 - turn)); break; } },,,,,,,
Under Pressure_downgraded,Do [sword]<d6> damage,2,attack(d); sfxdamage(target|d);,Arctic Storm,NORMAL,,WEAPON,BRIGHTCYAN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Ashes to Ashes,Do [sword]<d6> damage[;]|on 6[;] inflict [fire]1 burn;|[quote]on X[quote] lowers every turn,2,attack(d); sfxdamage(target|d); var turnnum = 7 - turn; if(turnnum < 1) { turnnum = 1; } if(d == turnnum) { inflict(FIRE| 1); sfx(~_fire~|~~|0.2); },Hellfire,NORMAL,,WEAPON,RED,reducesize,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 6~|~on 5~|~on 4~|~on 3~|~on 2~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on ~ + (7 - turn)); break; } },,,,,,,
Ashes to Ashes_downgraded,Do [sword]<d6> damage,2,attack(d); sfxdamage(target|d);,Hellfire,NORMAL,,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bite the Dust,Do [sword]<d6> damage[;]|on 6[;] inflict [vanish]1 vanish;|[quote]on X[quote] lowers every turn,2,attack(d); sfxdamage(target|d); var turnnum = 7 - turn; if(turnnum < 1) { turnnum = 1; } if(d == turnnum) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { inflict(~ncr_vanish~); inflict(~ncr_internalvanish~); var dovanish = new elements.Skill(~Vanishthingsfxdelaykludge~); dovanish.execute(self|target); sfx(~_vanish~|~~|0.2); }  else { self.textparticle(~No effect!~); }  } //fuck i can't come up with names,Strobe Light,NORMAL,,WEAPON,PINK,reducesize,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 5~|~on 4~|~on 3~|~on 2~|~on 1~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on 6~); break; } },var onblah = [~on 6~|~on 5~|~on 4~|~on 3~|~on 2~]; for(blah in onblah) { if(e.fulldescription.split(blah).length > 1) { e.fulldescription = e.fulldescription.split(blah).join(~on ~ + (7 - turn)); break; } },,,,,,,
Bite the Dust_downgraded,Do [sword]<d6> damage,2,attack(d); sfxdamage(target|d);,Strobe Light,NORMAL,,WEAPON,PINK,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Undermine,Do [weaken]<d6> damage[;] if below 3[;]|inflict [weaken]<d6> weaken instead,2,if(d > 2) { attack(d); sfxdamage(target|d); } else { inflict(WEAKEN|d); sfx(~_weaken~); },Scream,NORMAL,,WEAPON,ORANGE,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Undermine_upgraded,Do [weaken]<d6> damage[;] if below 3[;]|also inflict [weaken]<d6> weaken,2,attack(d); sfxdamage(target|d); if(d <= 2) { inflict(WEAKEN|d); sfx(~_weaken~); },Scream,NORMAL,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Undermine_downgraded,Do [weaken]<d6> damage,2,attack(d); sfxdamage(target|d);,Scream,MIN3,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Rickety Shield,Gain [shield]<d6> shield. In [jinx]2[;]|take [sword]<d6> damage,1,inflictself(SHIELD|d); jinx(~Rickety Shield~|~take [sword]%VAR% damage~|~Take [sword]%VAR% damage~|~attack(%VAR%); sfx(\~_shield\~);~|self|self|2|d); sfx(~_thinghappens~);,Safeguard,NORMAL,,ITEM,ORANGE,add2,change_power,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Rickety Shield_downgraded,Gain [shield]<d6> shield. In [jinx]2[;]|lose [heart]<d6> health,1,inflictself(SHIELD|d); jinx(~Rickety Shield-~|~lose [heart]%VAR% health~|~Lose [heart]%VAR% health~|~pierceattack(%VAR%); sfx(\~_shield\~);~|self|self|2|d); sfx(~_thinghappens~);,Safeguard,NORMAL,,ITEM,ORANGE,,,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
No Pain No Gain,Lose [heart]<d6> health. In [jinx]2[;]|recover [heart]<double> health,1,pierceattackself(d); sfx(~_heal~); jinx(~No Pain No Gain~|~recover [heart]%VAR% health~|~Recover [heart]%VAR% health~|~attackself(-%VAR%); sfx(~_heal~);~|self|self|2|d * 2);,Rejuvenate,NORMAL,,ITEM,PURPLE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
No Pain No Gain_upgraded,Lose [heart]3 health. In [jinx]2[;]|recover [heart]<double> health,1,pierceattackself(4); sfx(~_heal~); jinx(~No Pain No Gain~|~recover [heartl]%VAR% health~|~Recover [heart]%VAR% health~|~attackself(-%VAR%); sfx(~_heal~);~|self|self|2|d * 2);,Rejuvenate,NORMAL,,ITEM,PURPLE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Defense Mechanism,Gain [shield]8 shield[;] on double|5[;] gain [reduce]1 reduce,1,inflictself(SHIELD|8); if(actualdice[0].basevalue == 5) inflictself(REDUCE|1);,Safeguard,NORMAL|NORMAL,10,ITEM,ORANGE,change_power,change_power,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Defense Mechanism_downgraded,Gain [shield]4 shield[;] on double|5[;] gain [reduce]1 reduce,1,inflictself(SHIELD|4); if(actualdice[0].basevalue == 5) inflictself(REDUCE|1);,Safeguard,NORMAL|NORMAL,10,ITEM,ORANGE,,,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Defense Mechanism_upgraded,Gain [shield]8 shield[;] on double|5[;] gain [reduce]1 reduce,1,inflictself(SHIELD|8); if(e.dicehistory[e.dicehistory.length - 2].basevalue == 5 && e.dicehistory[e.dicehistory.length - 1].basevalue == 5) inflictself(REDUCE|1);,Safeguard,COUNTDOWN,10,ITEM,ORANGE,,,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Defense Mechanism_weakened,Gain [shield]4 shield[;] on double|5[;] gain [reduce]1 reduce,1,inflictself(SHIELD|4); if(e.dicehistory[e.dicehistory.length - 2].basevalue == 5 && e.dicehistory[e.dicehistory.length - 1].basevalue == 5) inflictself(REDUCE|1);,Safeguard,COUNTDOWN,10,ITEM,ORANGE,,,,_shield,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Shiny Nunchucks,Do [sword]<d6>[;] +[dice]Dice Trigger[]|for the sum of the dice,1,attack(d); sfxdamage(target|d); sfx(~_magic~|~~|0.1); if(d > 12 # d < 1) { self.textparticle(~what~); } else if(d <= 6) { inflictself(~dice_trigger_~ + d); } else { inflictself(~dice_trigger_6~); inflictself(~dice_trigger_~ + (d - 6)); },Copyright Strike,MAX3|MAX3,,WEAPON,RED,increaserange,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Shiny Nunchucks_downgraded,Do [sword]<d6>[;] +[dice]Dice Trigger[]|for one of the dice,1,attack(d); sfxdamage(target|d); sfx(~_magic~|~~|0.1); inflictself(~dice_trigger_~ + rand(actualdice).basevalue);,Copyright Strike,MAX3|MAX3,,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Autohook,Gain [recycle]Re-Equip for|every 4 items used|this fight (items used: 0),1,//i decided; you know what; if i'm really going to implement all of these ridiculous reequip edgecases for stuff like whipcrack; i'm not letting them go to waste,Sustainability,,,ITEM,GREEN,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,e.fulldescription = e.fulldescription.split(~0~).join(~<var:itemuses>~); self.setvar(~itemuses~|0);,e.fulldescription = e.fulldescription.split(~<var:itemuses>~).join(~0~); self.setvar(~itemuses~|0);,,,,self.setvar(~itemuses~|self.getvar(~itemuses~) + 1); if(self.getvar(~itemuses~) % 4 == 0) { e.animate(~flashandshake~); inflictself(REEQUIPNEXT); },,,,
Autohook_upgraded,Gain [recycle]Re-Equip now[;] and|for every 4 items used|this fight (items used: 0),1,,Sustainability,,,ITEM,GREEN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,e.fulldescription = e.fulldescription.split(~0~).join(~<var:itemuses>~); self.setvar(~itemuses~|0);,e.fulldescription = e.fulldescription.split(~<var:itemuses>~).join(~0~); self.setvar(~itemuses~|0);,,e.animate(~flashandshake~); inflictself(REEQUIPNEXT);,,self.setvar(~itemuses~|self.getvar(~itemuses~) + 1); if(self.getvar(~itemuses~) % 4 == 0) { e.animate(~flashandshake~); inflictself(REEQUIPNEXT); },,,,
Autohook_downgraded,Gain [recycle]Re-Equip for|every 5 items used|this fight (items used: 0),1,,Sustainability,,,ITEM,GREEN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,e.fulldescription = e.fulldescription.split(~0~).join(~<var:itemuses>~); self.setvar(~itemuses~|0);,e.fulldescription = e.fulldescription.split(~<var:itemuses>~).join(~0~); self.setvar(~itemuses~|0);,,,,self.setvar(~itemuses~|self.getvar(~itemuses~) + 1); if(self.getvar(~itemuses~) % 5 == 0) { e.animate(~flashandshake~); inflictself(REEQUIPNEXT); },,,,
Scrap Slam,Reroll <d6> dice[;] return this|(Always offered as scrap),1,var c = 0; var avail = []; for(mydice in self.dicepool) { if(mydice.available()) { avail.push(mydice); } } if(avail.length > 0) { var max = d; if(max > avail.length) { max = avail.length; } shuffle(avail); for(i in 0...max) { avail[i].animatereroll(rand([1|2|3|4|5|6]) | self.screenposition()| c * 0.05); c++; }   } givedice(d);,Double Whammy,MAX3,,ITEM,GRAY,change_power,change_power,,none,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Slam_upgraded,Reroll <d6> dice[;] return this|(Always offered as scrap),1,var c = 0; var avail = []; for(mydice in self.dicepool) { if(mydice.available()) { avail.push(mydice); } } if(avail.length > 0) { var max = d; if(max > avail.length) { max = avail.length; } shuffle(avail); for(i in 0...max) { avail[i].animatereroll(rand([1|2|3|4|5|6]) | self.screenposition()| c * 0.05); c++; }   } givedice([actualdice[0].basevalue|actualdice[1].basevalue]);,Double Whammy,MIN4,,ITEM,GRAY,,,,none,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Scrap Slam_downgraded,Reroll <d6> dice|(Always offered as scrap),1,var c = 0; var avail = []; for(mydice in self.dicepool) { if(mydice.available()) { avail.push(mydice); } } if(avail.length > 0) { var max = d; if(max > avail.length) { max = avail.length; } shuffle(avail); for(i in 0...max) { avail[i].animatereroll(rand([1|2|3|4|5|6]) | self.screenposition()| c * 0.05); c++; }   },Double Whammy,MAX3,,ITEM,GRAY,,,,none,0,YES,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,
Zombo,Inflict 2 of a random status[;]|then return the dice,1,var sl = [CURSE|LOCK|FIRE|ICE|WEAKEN|SHOCK|POISON|BLIND|~vanish~]; var s = e.getvar(~statustoinflict~); trace(e.getvar(~statustoinflict~)); trace(s); trace(sl[s]); var r = e.getvar(~amounttoinflict~); trace(e.getvar(~amounttoinflict~)); trace(r); givedice(d); if(sl[s] == ~vanish~) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflict(~ncr_vanish~|r); inflict(~ncr_internalvanish~|r); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } } else { inflict(sl[s]|r); sfx(~_~ + sl[s]);  },Stardust,REQUIRE5,,ITEM,PINK,change_power,change_function,,none,0,NO,NO,YES,YES,NO,NO,NO,NO,,e.changecolour(~PINK~);,e.changecolour(~PINK~);,e.changeslots([rand([~REQUIRE1~|~REQUIRE2~|~REQUIRE3~|~REQUIRE4~|~REQUIRE5~|~REQUIRE6~])]); var sl = [0|1|2|2|2|2|3|3|3|3|4|4|4|5|5|5|6|6|7]; for(i in 0...6) { sl = sl.concat(sl); } sl.push(8); var s = rand(sl); trace(sl); trace(~hi~); trace(s); var r = 2; trace(r); e.setvar(~statustoinflict~|s); trace(e.getvar(~statustoinflict~)); e.setvar(~amounttoinflict~|r); trace(e.getvar(~amounttoinflict~)); if(s == 7 # s == 0 # s == 1) { e.changecolour(~GRAY~); } if(s == 2) { e.changecolour(~RED~); } if(s == 3) { e.changecolour(~BLUE~); } if(s == 4) { e.changecolour(~ORANGE~); } if(s == 5) { e.changecolour(~YELLOW~); } if(s == 6) { e.changecolour(~PURPLE~); } if(s == 8) { e.changecolour(~PINK~); },,,,,,,
Zombo_upgraded,Inflict 2x random status[;] do [sword]3[;]|then return the dice,1,var sl = [CURSE|LOCK|FIRE|ICE|WEAKEN|SHOCK|POISON|BLIND|~vanish~]; var s = e.getvar(~statustoinflict~); trace(e.getvar(~statustoinflict~)); trace(s); trace(sl[s]); var r = e.getvar(~amounttoinflict~); trace(e.getvar(~amounttoinflict~)); trace(r); givedice(d); if(sl[s] == ~vanish~) { if(getstatus(~ncr_vanishall~) < 1 && getstatus(VANISH) < 1 && getstatus(~ncr_vanishlegacy~) < 1) { sfx(~_vanish~); inflict(~ncr_vanish~|r); inflict(~ncr_internalvanish~|r); var dovanish = new elements.Skill(~Vanishthing~); dovanish.execute(self|target); } else { self.textparticle(~No effect!~); } } else { inflict(sl[s]|r); sfx(~_~ + sl[s]);  } attack(3); sfxdamage(target|3);,Stardust,REQUIRE5,,ITEM,PINK,,,,none,0,NO,NO,YES,YES,NO,NO,NO,NO,,e.changecolour(~PINK~);,e.changecolour(~PINK~);,e.changeslots([rand([~REQUIRE1~|~REQUIRE2~|~REQUIRE3~|~REQUIRE4~|~REQUIRE5~|~REQUIRE6~])]); var sl = [0|1|2|2|2|2|3|3|3|3|4|4|4|5|5|5|6|6|7]; for(i in 0...6) { sl = sl.concat(sl); } sl.push(8); var s = rand(sl); trace(sl); trace(~hi~); trace(s); var r = 2; trace(r); e.setvar(~statustoinflict~|s); trace(e.getvar(~statustoinflict~)); e.setvar(~amounttoinflict~|r); trace(e.getvar(~amounttoinflict~)); if(s == 7 # s == 0 # s == 1) { e.changecolour(~GRAY~); } if(s == 2) { e.changecolour(~RED~); } if(s == 3) { e.changecolour(~BLUE~); } if(s == 4) { e.changecolour(~ORANGE~); } if(s == 5) { e.changecolour(~YELLOW~); } if(s == 6) { e.changecolour(~PURPLE~); } if(s == 8) { e.changecolour(~PINK~); },,,,,,,
Zombo_downgraded,No effect.|Return the dice,1,givedice(d);,Stardust,REQUIRE5,,ITEM,PINK,,,,none,0,NO,NO,YES,YES,NO,NO,NO,NO,,e.changecolour(~PINK~);,e.changecolour(~PINK~);,e.changeslots([rand([~REQUIRE1~|~REQUIRE2~|~REQUIRE3~|~REQUIRE4~|~REQUIRE5~|~REQUIRE6~])]);,,,,,,,
Gizmotron,Inflict [weaken]weaken & an extra|status depending on <d6>:|1[blind] 2[fire] 3[shock] 4[ice] 5[curse] 6[weaken],2,var statlist = [~blind~|~fire~|~shock~|~ice~|~curse~|~weaken~]; inflict(WEAKEN); inflict(statlist[d - 1]); sfx(~_~ + statlist[d - 1]); //this is perhaps the one item in this mod directly inspired by more fluff. actually there's probably some other more fluff-esque stuff here; so let's just say it's the first item directly inspired by more fluff AND retro guitar attachment marketing disasters.,Scream,NORMAL,,ITEM,ORANGE,change_power,change_function,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
