Name,Description,Witch Spell,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Alchemist[],Brewery|Random minor effect|(never harms you),,2,var effects = [~damage~|~heal~|~poison~|~fire~|~ice~|~ncr_vanish~]; var selectableeffects = effects.copy(); selectableeffects.remove(~heal~); var adjectives = [~Spiky~|~Healthy~|~Toxic~|~Fire~|~Ice~|~Milky~]; var effect = rand(selectableeffects); if(e.castdirection == -1) effect = ~heal~; var adjective = adjectives[effects.indexOf(effect)]; self.textparticle(adjective + ~ Brew!~); if(effect == ~damage~) { sfxdamage(target|2); attack(2); } if(effect == ~heal~) { sfx(~_heal~); attackself(-2); } if(effect != ~damage~ && effect != ~heal~) { if(effect == ~ncr_vanish~) { sfx(~_vanish~); } else { sfx(~_~ + effect); } if(effect == ~poison~) { inflict(effect|2); } else { inflict(effect); } },Stardust,,,GRAY,,change_function,,,,,,powercard,,,,,,,,if(chance(100/6)) e.castdirection = -1; else e.castdirection = 1;,,,
Alchemist[]_downgraded,Potion of Water|No effect,,2,self.textparticle(~No effect!~);,Stardust,,,GRAY,,,,,,,,powercard,,,,,,,,,,,
Alchemist?,[80%]Negative Suggestion|Inflict [weaken]1 weaken,,2,inflict(WEAKEN); sfx(~_weaken~); /*'negative' because it makes cards switch to their - version; 'suggestion' because weaken's modern form was first suggested by yinyin*/,Burrower,,,GRAY,,change_function,,,,,,alternateversion|powercard,,,,,,,,,,,
Alchemist?_downgraded,Rumble|Mix up slots on|enemy cards,,2,inflict(~ncr_jumble~); sfx(~_weaken~); /*another form of weaken suggested by yinyin*/,Burrower,,,GRAY,,,,,,,,alternateversion|powercard,,,,,,,,,,,
Cactus?,Lead Balloon|Roll 3 new dice[;] but|they're filled with lead,,2,/*funny enough i actually looked at mysticsword's 'helium shooter' for reference since i wanted the dice to accelerate when falling - helium balloon itself just continuously kicks dice upward*/  if(!self.isplayer) { bonus(-99999999); self.textparticle(~No effect!~); }  if(self.isplayer) {  var gravityindices = self.getvar(~gravityindices~);  var gravityspeedindices = self.getvar(~gravityspeedindices~);  givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]);  gravityindices.push(self.dicepool.length - 1);  gravityindices.push(self.dicepool.length - 2);  gravityindices.push(self.dicepool.length - 3);  self.setvar(~gravityindices~|gravityindices);  for(i in 0...gravityindices.length) {   gravityspeedindices.push(0);  }  self.setvar(~gravityspeedindices~|gravityspeedindices); }  var skipsetup = false;  if(self.getvar(~leadactuator~) + 1 == ~SimpleActuator1~ # !self.isplayer) skipsetup = true; trace(skipsetup); if(skipsetup) trace(~skipping setup~); if(!skipsetup) {  trace(~starting lead actuator~);  var tw = new motion.actuators.SimpleActuator(null|0|null);  tw._repeat = -1;  var s = new elements.Skill(~Against all odds_old~);  s.script = ~   var gravityindices = self.getvar(\~gravityindices\~);   var gravityspeedindices = self.getvar(\~gravityspeedindices\~);   var changesmade = false;   var diceavailable = false;   if(self.doendturnnow # self.hp <= 0 # self.graphic == null # target == null # target.graphic == null # target.hp <= 0) {    trace(\~lead actuator stopped\~);    self.getvar(\~leadactuator\~).stop();    self.resetvar(\~leadactuator\~);    self.setvar(\~gravityindices\~|[]);    self.setvar(\~gravityspeedindices\~|[]);    diceavailable = true; /*kludge so the second 'can we leave yet?' check is bypassed*/   }   else {    if(gravityindices.length == 0) {     trace(\~gravityindices is empty! stopping\~);     self.getvar(\~leadactuator\~).stop();     self.resetvar(\~leadactuator\~);     self.setvar(\~gravityindices\~|[]);     self.setvar(\~gravityspeedindices\~|[]);    }    else {     for(indice in gravityindices) { /*my x key is being uncooperative*/      var mydice = self.dicepool[indice];      if(mydice == null) {       trace(\~a dice referred to by gravityindices is null. stopping\~);       self.getvar(\~leadactuator\~).stop();       self.resetvar(\~leadactuator\~);       self.setvar(\~gravityindices\~|[]);       self.setvar(\~gravityspeedindices\~|[]);       break;      }      if(!mydice.intween() && !mydice.grabbed && !mydice.consumed && mydice.assigned == null) {       if(mydice.y > 4000) { /*guessing this is roughly below the bottom of the screen. no way to get screen height currently*/        mydice.consumed = true;        }       mydice.y = mydice.y + gravityspeedindices[gravityindices.indexOf(indice)];       gravityspeedindices[gravityindices.indexOf(indice)] += 0.275;       changesmade = true;      }      if(mydice.intween() # mydice.grabbed # mydice.consumed # mydice.assigned != null) {       gravityspeedindices[gravityindices.indexOf(indice)] = 0;       changesmade = true;      }      if(!diceavailable && !mydice.consumed) {       if(mydice.assigned == null # mydice.assigned.ready) {        diceavailable = true;       }      }     }    }   }   if(changesmade) {    self.setvar(\~gravityindices\~|gravityindices);    self.setvar(\~gravityspeedindices\~|gravityspeedindices);   }   if(!diceavailable) {    trace(\~all lead dice gone! stopping\~);    self.getvar(\~leadactuator\~).stop();    self.resetvar(\~leadactuator\~);    self.setvar(\~gravityindices\~|[]);    self.setvar(\~gravityspeedindices\~|[]);   }  ~;  tw.onRepeat(s.execute|[self|target]);  self.setvar(~leadactuator~|tw);  s.execute(self|target);  tw.move(); },Less Fluff,,,GREEN,,change_function,,,,YES,,alternateversion|powercard,,,,self.setvar(~gravityindices~|[]); self.setvar(~gravityspeedindices~|[]);,,,,,,,
Cactus?_downgraded,Torture Machine|Split all dice below 2,,2,var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue < 2){ dicelist.push(mydice); } } if(dicelist.length > 0) { sfx(~splitdice~); for(mydice in dicelist) { mydice.removedice(self.screenposition()); givedice(split(mydice.basevalue)); } },Less Fluff,,,GREEN,,,,,,YES,,alternateversion|powercard,,,,,,,,,,,
Pepper Spray,Enemy flees immediately|No EXP is gained from this,1,1,if(target.template.boss) { self.textparticle(~No effect!~); } else { var s = new elements.Skill(~Against all odds_old~); s.script = ~flee();~; s.execute(target|self); sfx(~_fire~|~~|0.1); screenshake(); },Blowtorch,COUNTDOWN,24,RED,change_power,change_power,,,,,,,,,,,,,,,,,
Pepper Spray_upgraded,Enemy flees immediately|No EXP is gained from this,,1,if(target.template.boss) { self.textparticle(~No effect!~); } else { var s = new elements.Skill(~Against all odds_old~); s.script = ~flee();~; s.execute(target|self); sfx(~_fire~|~~|0.1); screenshake(); },Blowtorch,COUNTDOWN,18,RED,,,,,,,,,,,,,,,,,,,
Pepper Spray_downgraded,Lose [heart]5 hp[;] enemy flees|No EXP is gained from this,,1,if(target.template.boss) { self.textparticle(~No effect!~); } else { pierceattackself(5); sfx(~_drain~); var s = new elements.Skill(~Against all odds_old~); s.script = ~flee();~; s.execute(target|self); sfx(~_fire~|~~|0.1); screenshake(); },Blowtorch,COUNTDOWN,24,RED,,,,,,,,,,,,,,,,,,,
Pepper Spray_weakened,Lose [heart]5 hp[;] enemy flees|No EXP is gained from this,,1,if(target.template.boss) { self.textparticle(~No effect!~); } else { pierceattackself(5); sfx(~_drain~); var s = new elements.Skill(~Against all odds_old~); s.script = ~flee();~; s.execute(target|self); sfx(~_fire~|~~|0.1); screenshake(); },Blowtorch,COUNTDOWN,18,RED,,,,,,,,,,,,,,,,,,,
Oobleck Cauldron,Do [sword]1[;] get a non-6 dice|(Scraps to current gadget),,1,attack(1); sfxdamage(target|1); givedice(rand([1|2|3|4|5]));,Broken Gadget,NORMAL,,PINK,change_power,change_power,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Cauldron_upgraded,Do [sword]2[;] get 2 non-6 dice|(Scraps to current gadget),,1,attack(2); sfxdamage(target|2); givedice([rand([1|2|3|4|5])|rand([1|2|3|4|5])]);,Broken Gadget,NORMAL|NORMAL,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Cauldron_downgraded,Do [sword]1[;] get a non-6 dice|(Scraps to current gadget),,1,attack(1); sfxdamage(target|1); givedice(rand([1|2|3|4|5]));,Broken Gadget,MIN4,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Mirror,[]+<timesused> dice next turn[;] +1 per use|(Scraps to current gadget),,1,self.bonusdice += e.timesused + 1; self.bonusdicenextturn += e.timesused + 1; sfx(~magic_gaindice~);,Broken Gadget,REQUIRE6,,PINK,simplify,doublerequirements,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Hammer,Do [sword]<d6> damage[;]|on even[;] inflict [shock]1 instead|(Scraps to current gadget),,2,if(d % 2 == 0) { inflict(SHOCK); sfx(~_shock~); } else { attack(d); sfxdamage(target|d); },Broken Gadget,NORMAL,,PINK,reducesize,change_power,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Hammer_downgraded,Do [sword]<d6> damage|(Scraps to current gadget),,2,attack(d); sfxdamage(target|d);,Broken Gadget,ODD,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Hammer_weakened,Do [sword]<d6> damage|(Scraps to current gadget),,1,attack(d); sfxdamage(target|d);,Broken Gadget,ODD,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Hammer_deckupgrade,Do [sword]<d6> damage[;]|on even[;] inflict [shock]2 instead|(Scraps to current gadget),,2,if(d % 2 == 0) { inflict(SHOCK|2); sfx(~_shock~); } else { attack(d); sfxdamage(target|d); },Broken Gadget,NORMAL,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Shovel,Do [sword]<d6> damage[;]|on even[;] inflict [weaken]1 instead|(Scraps to current gadget),,2,if(d % 2 == 0) { inflict(WEAKEN); sfx(~_weaken~); } else { attack(d); sfxdamage(target|d); },Broken Gadget,NORMAL,,PINK,reducesize,change_power,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Shovel_downgraded,Do [sword]<d6> damage|(Scraps to current gadget),,2,attack(d); sfxdamage(target|d);,Broken Gadget,ODD,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Shovel_weakened,Do [sword]<d6> damage|(Scraps to current gadget),,1,attack(d); sfxdamage(target|d);,Broken Gadget,ODD,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Oobleck Shovel_deckupgrade,Do [sword]<d6> damage[;]|on even[;] inflict [weaken]2 instead|(Scraps to current gadget),,2,if(d % 2 == 0) { inflict(WEAKEN|2); sfx(~_weaken~); } else { attack(d); sfxdamage(target|d); },Broken Gadget,NORMAL,,PINK,,,,,,,,preservesgadget,,,,,,,,,,,
Haunted Jar[],Haunted Tray|If you are out of dice[;]|inflict [poison]3 poison,,2,var diceavailable = false; for(dice in self.dicepool) { if(dice.available()) { diceavailable = true; break; } } for(eq in self.equipment) { if(eq.isready() && eq.assigneddice.length > 0) { for(dice in eq.assigneddice) { if(dice != null && dice.available()) { diceavailable = true; break; } } } } if(!diceavailable) { inflict(POISON|3); sfx(~_poison~); } else { self.textparticle(~No effect!~); },Anthrax,,,PURPLE,,change_function,,,,,,powercard,,,,,,,,,,,
Haunted Jar?,True Purple|Get a random purple card,,2,if(self.layout != ~DECK~ && !simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } if(self.layout != ~DECK~ && !simulation) { var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~|~self.getvar(\~fixedeqlist\~).indexOf(e)~]; var checkblacklist = function(text|list) {  for(phrase in list) {   if(text.indexOf(phrase) != -1) {    return(false);   }  }  return(true); }; var purpleeq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Seize~); var count = 0; while(purpleeq == ~~) {  placeholder.create(geteqs[count]);  trace(placeholder.fulldescription); trace(placeholder.getslots());  var ds = placeholder.fulldescription;  var sc = placeholder.script;  var scbx = placeholder.scriptbeforeexecute;  if(   placeholder.equipmentcol == 5 &&   !(placeholder.hastag(~powercard~)) &&   checkblacklist(ds|descriptionblacklist) &&   checkblacklist(sc|scriptblacklist) &&   checkblacklist(scbx|scriptblacklist)  ) {   purpleeq = placeholder.name;  } /*else { geteqs.remove(placeholder.name); }*/ count++; trace(count); if(count >= geteqs.length) { placeholder.create(~Seize~); purpleeq = ~Seize~; break; } } if( self.layout == ~DECK~) { replacemewith(purpleeq|-1); } else { giveequipment(purpleeq); } for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } } //$trace(~yo~); trace(Deck.getcardlist(~all~)); if((self.layout == ~DECK~) && !simulation) { for(eq in self.equipment) { eq.setvar(~alreadyheretemp~|1); } } if((self.layout == ~DECK~) && !simulation) { var descriptionblacklist = loadtext(~ncrmod/itemspawnerdescblacklist~); var scriptblacklist = [~self.equipment~|~new elements.Equipment~|~self.getvar(\~fixedeqlist\~).indexOf(e)~]; var checkblacklist = function(text|list) {  for(phrase in list) {   if(text.indexOf(phrase) != -1) {    return(false);   }  }  return(true); }; var purpleeq = ~~; var exceptions = [~skillcard~|~excludefromrandomlists~|~alternateversion~|~robotonly~|~witchonly~|~inventoronly~|~onceperbattle~]; if(self.usecpuinsteadofdice) exceptions.remove(~robotonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~witch~) exceptions.remove(~witchonly~); if(self.getskillcard() != null && self.getskillcard().skillcard == ~inventor~) exceptions.remove(~inventoronly~); var geteqs = getequipmentlist(null|[]|exceptions); geteqs = shuffle(geteqs); var placeholder = new elements.Equipment(~Seize~); var count = 0; while(purpleeq == ~~) {  placeholder.create(geteqs[count]);  trace(placeholder.fulldescription); trace(placeholder.getslots());  var ds = placeholder.fulldescription;  var sc = placeholder.script;  var scbx = placeholder.scriptbeforeexecute;  if(   placeholder.equipmentcol == 5 &&   !(placeholder.hastag(~powercard~)) &&   checkblacklist(ds|descriptionblacklist) &&   checkblacklist(sc|scriptblacklist) &&   checkblacklist(scbx|scriptblacklist)  ) {   purpleeq = placeholder.name;  } count++; trace(count); if(count >= geteqs.length) { placeholder.create(~Seize~); purpleeq = ~Seize~; break; } } if(self.layout == ~DECK~) { trace(~doing jester replace~); replacemewith(purpleeq|-1); } else { trace(~doing... other replace~); giveequipment(purpleeq); } for(eq in self.equipment) { if(eq.getvar(~alreadyheretemp~) != 1) { self.setvar(~doonthis~|eq); } } var estandardize = ~var e = self.getvar(\~doonthis\~); ~;var doscripts = new elements.Skill(~Against all odds_old~); doscripts.script = estandardize + placeholder.scriptbeforecombat; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptbeforestartturn; doscripts.execute(self|target); doscripts.script = estandardize + placeholder.scriptonstartturn; doscripts.execute(self|target); self.resetvar(~doonthis~); placeholder.name = ~deletemetemp~; self.equipment.push(placeholder); removeequipment(~deletemetemp~); for(eq in self.equipment) { eq.resetvar(~alreadyheretemp~); } }$,Plasma Gun,,,PURPLE,,change_function,,,,YES,,alternateversion|powercard|cannotreuse,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Haunted Jar[]_downgraded,Cough|Inflict [poison]1 poison,,2,inflict(POISON); sfx(~_poison~);,Anthrax,,,PURPLE,,,,,,,,powercard,,,,,,,,,,,
Haunted Jar?_downgraded,[80%]Architecture Simulator[]|Get a Plasma Cannon,,2,if( self.layout == ~DECK~) { replacemewith(~Plasma Cannon~|-1); } else { giveequipment(~Plasma Cannon~); },Plasma Gun,,,PURPLE,,,,,,YES,,alternateversion|powercard|cannotreuse,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Robobot[],Electrocute|Do [shock]4 damage[;] but|[shock]shock your other 2 cards,,2,attack(SHOCK|4);,Static Shock,,,YELLOW,,change_function,,_shock,,,,powercard,,,,,,,,inflictself(SHOCK|2); var hasshockavoid = e.hastag(~shockavoid~); e.addtag(~shockavoid~); self.applyequipmentcurses(); if(!hasshockavoid) e.removetag(~shockavoid~);,,e.preventdefault = true; e.maintainfury = true;,
Robobot[]_downgraded,Broken Charger|Inflict [shock]1 shock[;] but|[shock]shock your other 2 cards,,2,inflict(SHOCK);,Static Shock,,,YELLOW,,,,_shock,,,,powercard,,,,,,,,inflictself(SHOCK|2); var hasshockavoid = e.hastag(~shockavoid~); e.addtag(~shockavoid~); self.applyequipmentcurses(); if(!hasshockavoid) e.removetag(~shockavoid~);,,e.preventdefault = true; e.maintainfury = true;,
Robobot?,Short Temper|For the next 5 seconds[;] deal|and take +[sword]2 for all attacks,,2,if(!self.isplayer) {  bonus(-99999999);  self.textparticle(~No effect!~); } else {  var skipsetup = false;  if(self.varexists(~poweractuatorrunning~)) skipsetup = true;  trace(skipsetup);  if(skipsetup) {   trace(~skipping setup~);   self.setvar(~ncrpowertime~|self.getvar(~ncrpowertime~) + 5.0);  }  if(!skipsetup) {   self.setvar(~poweractuatorrunning~|true);   trace(~starting power actuator~);   self.setvar(~ncrpowertime~|5.0);   var Rules = self.getvar(~ncr_get_Rules~);   var oldbonusdamage = Rules.bonusdamage;   if(Rules.bonusdamage == null) Rules.bonusdamage = 0;   Rules.bonusdamage += 2;   inflictself(~extradamage~|2);   inflict(~extradamage~|2);   var tw = new motion.actuators.SimpleActuator(null|0.1|null);   tw._repeat = -1;   var func = new hscript.Parser().parseString(~    if(self == null # self.getvar(\~ncrpowertime\~) <= 0.01 # self.doendturnnow # self.hp <= 0 # self.graphic == null # target == null # target.graphic == null # target.hp <= 0) {     trace(\~power actuator stopping\~);     Rules.bonusdamage = ~ + oldbonusdamage + ~;     if(self != null && self.status != null) removestatusself(\~extradamage\~|2);     if(self != null && target.status != null) removestatus(\~extradamage\~|2);     tw.stop();     if(self != null) self.resetvar(\~poweractuatorrunning\~);     if(self != null) self.resetvar(\~ncrpowertime\~);     if(target != null && target.hp > 0) { new elements.CombatCommand(\~msg\~|\~[]\~).execute(); }     sfx(\~_weaken\~);    } else {     var time = self.getvar(\~ncrpowertime\~);     var timestring = time + \~\~;     timestring = timestring.split(\~0000\~)[0];     if(timestring.length < 2) timestring += \~.0\~;     new elements.CombatCommand(\~msg\~|\~[200%]\~ + timestring).execute();     time -= 0.1;     self.setvar(\~ncrpowertime\~|time);    }   ~);   var interp = new hscript.Interp();   interp.variables.set(~self~| self);   interp.variables.set(~target~| target);   interp.variables.set(~Rules~| Rules);   interp.variables.set(~tw~| tw);   interp.variables.set(~trace~| trace);   interp.variables.set(~sfx~| sfx);   interp.variables.set(~removestatusself~| removestatusself);   interp.variables.set(~removestatus~| removestatus);   self.resetvar(~ncr_get_Rules~);   tw.onRepeat(interp.execute| [func]);   interp.execute(func);   tw.move();  } },Scabbard (1/2),,,YELLOW,,change_function,,upgradeequipment,,YES,,alternateversion|powercard|curseavoid,,,,,,self.resetvar(~ncr_get_Rules~|Rules);,,if(!self.varexists(~ncr_get_Rules~)) self.setvar(~ncr_get_Rules~|Rules);,,,
Robobot?_downgraded,Mystic's Sword|Do [sword]2 damage,,2,attack(2); sfxdamage(target|2);,Scabbard (1/2),,,YELLOW,,,,,,,,alternateversion|powercard,,,,,,self.resetvar(~ncr_get_Rules~|Rules);,,if(!self.varexists(~ncr_get_Rules~)) self.setvar(~ncr_get_Rules~|Rules);,,,
Aoife[],Guard|Gain [shield]2 shield,,2,inflictself(SHIELD|2);,Safeguard,,,PINK,,change_function,,_shield,,,,powercard,,,,,,,,,,,
Aoife[]_downgraded,Sabre|Bash with shield,,2,if(getstatusself(SHIELD) == 0) { attack(0); sfxdamage(target|0); sfx(~_shield~|~~|0.2); self.textparticle(~No effect!~); } else { attack(getstatusself(SHIELD)); sfxdamage(target|getstatusself(SHIELD)); sfx(~_shield~|~~|0.2); },Safeguard,,,PINK,,,,,,,,powercard,,,,,,,,,,,
Aoife?,Compass Rose|Do [sword]dmg equal to length|of 1st word on 1st card,,2,//$trace(~test~); trace(~test~ - 0); var dmgamt = 0; var firstcard = Deck.getcard(0); if(firstcard != null && firstcard.equipment != null && firstcard.equipment.fulldescription.length > 0) { var desc = firstcard.equipment.fulldescription; if(desc != null && desc.length > 0) { if(firstcard.equipment.hastag(~powercard~)) { desc = desc.split(~#~.substr(0|1)); if(desc.length > 1) desc = desc.splice(1|desc.length - 1); desc = desc.join(~#~.substr(0|1)); } desc = desc.split(~[~); for(i in 0...desc.length) { if(desc[i].split(~]~).length > 1) { desc[i] = desc[i].split(~]~)[1]; } } desc = desc.join(~~); desc = desc.split(~|~).join(~~).split(~.~).join(~~).split(~!~).join(~~).split(~?~).join(~~).split(~;~).join(~~).split(~-~).join(~ ~).split(~:~).join(~~).split(~\~~).join(~~).split(~ ~); if(desc[0] - 0 != 0 # desc[0] == ~0~) desc.shift(); trace(desc); dmgamt = desc[0].length; } } attack(dmgamt); sfxdamage(target|dmgamt);$,Vaporizer,,,PINK,,change_function,,,,,,alternateversion|powercard,,,,,,,,,,,
